alias,EC446_auxin0_tev.EAC22,EC446_auxin0_total.EAC22,EC446_auxin15_tev.EAC22,EC446_auxin15_total.EAC22,EC446_auxin30_tev.EAC22,EC446_auxin30_total.EAC22,EC446_auxin60_tev.EAC22,EC446_auxin60_total.EAC22,EC450_auxin0_tev.EAC22,EC450_auxin0_total.EAC22,EC450_auxin30_tev.EAC22,EC450_auxin30_total.EAC22,auxin0,auxin30,description,short_description
FZF1,-1.5,1.12087197128,0.615704015829,1.29579607841,0.671403734227,1.29076718067,1.05133203152,1.44249508566,1.17728240028,1.40635856628,1.41562465045,1.70584426647,1.52732607448,1.54634936988,"Transcription factor involved in sulfite metabolism; sole identified regulatory target is SSU1; overexpression suppresses sulfite-sensitivity of many unrelated mutants due to hyperactivation of SSU1, contains five zinc fingers; protein abundance increases in response to DNA replication stress",Transcription factor involved in sulfite metabolism; sole identified regula...
PAU11,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,Putative protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; mRNA expression appears to be regulated by SUT1 and UPC2,Putative protein of unknown function; member of the seripauperin multigene ...
PRP18,-1.5,1.26381622775,0.727913655327,1.24215968744,1.04843119673,1.21186268752,1.0815720078,1.37127742119,0.651219875796,1.40317478707,0.947554072946,1.5599929837,1.4947752209,1.27457343752,Splicing factor and component of snRNP U5; factor involved in the positioning of the 3' splice site during the second catalytic step of splicing; interacts with Slu7p,Splicing factor and component of snRNP U5; factor involved in the positioni...
YGR015C,0.391234703992,1.00148806984,0.757841568775,1.06526172485,0.945595036063,1.0075264766,0.789280626515,1.0789860399,1.38011779358,0.88903465617,1.89205179107,-1.5,1.36771717108,1.23919650841,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion,Putative protein of unknown function; green fluorescent protein (GFP)-fusio...
THG1,-1.5,1.76586285794,1.25798900912,1.58659846427,1.20167504947,1.47601090868,1.4532848695,1.55414179337,1.15326650599,1.68337266765,1.44960070314,1.50573711312,1.77853291224,1.68542991419,tRNAHis guanylyltransferase; adds a guanosine residue to the 5' end of tRNAH is after transcription and RNase P cleavage; can also catalyze reverse (3'-5') polymerization with certain substrates in a template-dependent reaction; couples nuclear division and migration to cell budding and cytokinesis; essential enzyme conserved among eukaryotes,tRNAHis guanylyltransferase; adds a guanosine residue to the 5' end of tRNA...
GSC2,2.29131201894,1.75826663913,1.68146400175,1.46638934758,1.92326417591,1.78140165191,1.84268007256,2.14144503636,1.62454273169,1.4697219664,1.9886966725,1.46020874126,1.5828365269,1.69717414329,"Catalytic subunit of 1,3-beta-glucan synthase; involved in formation of the inner layer of the spore wall; activity positively regulated by Rho1p and negatively by Smk1p; GSC2 has a paralog, FKS1, that arose from the whole genome duplication","Catalytic subunit of 1,3-beta-glucan synthase; involved in formation of the..."
KSS1,1.04023073337,1.2939367757,0.888075419063,1.367470268,1.02055979771,1.20059055032,1.04033664722,1.50992630868,1.33014381862,1.01515194026,1.08240997142,1.31463764046,1.76056021967,1.86806718502,Mitogen-activated protein kinase (MAPK); involved in signal transduction pathways that control filamentous growth and pheromone response; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains,Mitogen-activated protein kinase (MAPK); involved in signal transduction pa...
SCM4,1.71444818722,1.80182280778,1.39230421284,1.71583414246,1.43454132692,1.45567869642,1.40128964898,1.53562636996,2.69286584312,1.43409688901,2.2928701321,0.909673848259,1.95963498478,1.56513284996,"Mitochondrial outer membrane protein of unknown function; predicted to have 4 transmembrane segments; import is mediated by Tom70p and Mim1p; interacts genetically with a cdc4 mutation; SCM4 has a paralog, ATG33, that arose from the whole genome duplication",Mitochondrial outer membrane protein of unknown function; predicted to have...
PEF1,0.382063740667,1.24758961162,1.01078253508,1.41781859755,0.815850141532,1.25961838206,1.31371227386,1.35926319969,0.826878785903,0.879863692845,1.63509634403,1.25853063909,1.84293615904,1.57020766471,"Penta-EF-hand protein; required for polar bud growth and cell wall abscission; binds calcium and zinc with different affinity; localizes to bud site in G1, bud neck in G2; binds to Sec31p and modulates COPII coat assembly",Penta-EF-hand protein; required for polar bud growth and cell wall abscissi...
YGR067C,-1.5,0.390257115189,-0.397457430228,0.329092033593,-0.184149858468,-0.205764469388,0.496808434486,0.52479358622,-1.5,-1.5,0.441971745678,-1.5,0.359461475704,0.239481786074,Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p,Putative protein of unknown function; contains a zinc finger motif similar ...
PEX8,0.982091292931,1.00251912387,0.722960066912,1.30933082757,1.03616250523,1.13799676846,1.11861576107,1.31684299952,1.05892955287,1.23685319642,1.17917249097,1.01346015134,1.47829971844,1.54398041643,"Intraperoxisomal organizer of the peroxisomal import machinery; organizes the formation of the importomer complex, bridging the docking complex with the RING finger complex; tightly associated with the lumenal face of the peroxisomal membrane; essential for peroxisome biogenesis; binds PTS1-signal receptor Pex5p, and PTS2-signal receptor Pex7p",Intraperoxisomal organizer of the peroxisomal import machinery; organizes t...
RPL11B,2.73474516117,3.13774928597,2.7534436269,3.14812134835,2.77170370373,3.06226717097,2.61788126808,2.93258783265,2.83565021426,3.26816297255,2.64449764122,2.86004429889,3.60038834894,3.38308791736,"Ribosomal 60S subunit protein L11B; expressed at half the level of Rpl11Ap; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11B has a paralog, RPL11A, that arose from the whole genome duplication",Ribosomal 60S subunit protein L11B; expressed at half the level of Rpl11Ap;...
YGR093W,0.901070592706,1.43560324462,0.922266500093,1.20856606915,0.953950324198,1.03587630518,1.07726776561,1.10940887712,-1.5,1.51281389719,0.943249830757,1.47650749546,1.75371241348,1.60454012414,Nuclear protein of unconfirmed function; relocalizes to the cytosol in response to hypoxia,Nuclear protein of unconfirmed function; relocalizes to the cytosol in resp...
PCP1,0.845153703631,1.18240579742,1.17734300361,1.50445746767,1.44130533904,1.566955661,1.72828981054,1.77046641437,2.53712336375,1.40990044544,2.48024955357,1.59668186544,1.82346478176,1.84582682287,Mitochondrial serine protease; required for the processing of various mitochondrial proteins and maintenance of mitochondrial DNA and morphology; belongs to the rhomboid-GlpG superfamily of intramembrane peptidases,Mitochondrial serine protease; required for the processing of various mitoc...
CLD1,-1.5,0.471061893901,0.360040958107,0.534835548912,1.01059827255,0.778130296316,1.66751832464,1.36671627602,-1.5,0.455518493237,1.39783778778,0.533155443815,0.869082829562,1.06367570891,Mitochondrial cardiolipin-specific phospholipase; functions upstream of Taz1p to generate monolyso-cardiolipin; transcription increases upon genotoxic stress; involved in restricting Ty1 transposition; has homology to mammalian CGI-58,Mitochondrial cardiolipin-specific phospholipase; functions upstream of Taz...
COG2,1.26695850677,1.47927186395,1.16260442553,1.25974429025,1.19675150651,1.28119028804,1.44114038844,1.39611554513,0.933622301621,0.986607208562,1.85834542882,1.3652741548,1.85546436211,1.71970316084,Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments; the components of the Golgi complex are Gog1p through Cog8p,Essential component of the conserved oligomeric Golgi complex; a cytosolic ...
YGR127W,0.412953953685,1.10238856558,1.04840613076,1.38801097021,1.11155817756,1.49164372419,1.34460248688,1.71125339115,1.25570900759,0.6097239102,-1.5,1.2894208521,1.52119310717,1.39397238493,"Putative protein of unknown function; expression is regulated by Msn2p/Msn4p, indicating a possible role in stress response",Putative protein of unknown function; expression is regulated by Msn2p/Msn4...
PRE9,1.94264687308,2.39354393752,2.10901613726,2.47701190051,2.29401379766,2.53951009385,2.45977578756,2.78615648437,2.18334193566,2.41653466786,2.0969760907,2.60874483957,2.52906900852,2.63032213733,Alpha 3 subunit of the 20S proteasome; the only nonessential 20S subunit; may be replaced by the alpha 4 subunit (Pre6p) under stress conditions to create a more active proteasomal isoform,Alpha 3 subunit of the 20S proteasome; the only nonessential 20S subunit; m...
ENP2,0.835840384291,1.54875609204,0.66555778935,1.23002670856,0.746748039874,1.11331360034,0.655307411335,1.18684617227,1.31541753579,1.63467033213,-1.5,1.17719408101,1.98226252767,1.51381352863,"Essential nucleolar protein; required for biogenesis of the small ribosomal subunit; contains WD repeats, interacts with Mpp10p and Bfr2p, and has homology to Spb1p",Essential nucleolar protein; required for biogenesis of the small ribosomal...
TOS10,-1.5,0.782962171033,0.623636555666,1.08977387473,0.861767711151,0.698823947436,0.792603477322,0.720009238307,-1.5,1.06844876603,1.31179805624,1.14608571661,1.40537904532,1.15673274657,Putative protein of unknown function,Putative protein of unknown function
YGR161W-C,-1.5,1.55357408621,1.41907205457,1.52043772821,1.49768105243,1.64774858166,1.6771587448,1.9857869109,1.56422702465,1.7421506682,1.38343996708,1.51875762311,1.65564455173,1.54412790989,Putative protein of unknown function; identified by sequence comparison with hemiascomycetous yeast species,Putative protein of unknown function; identified by sequence comparison wit...
YGR169C-C,1.8975632298,2.25254409054,1.93021239657,2.16757609427,1.84839883228,2.15894962595,2.00254808633,2.28428457004,1.93220380995,2.44112067254,2.16159121746,1.99587887783,2.60195969277,2.46668037665,"Putative protein of unknown function; YGR169C-A has a paralog, YJR005C-A, that arose from the whole genome duplication","Putative protein of unknown function; YGR169C-A has a paralog, YJR005C-A, t..."
ATF2,1.08184475267,1.64634062796,0.827368388816,1.22384964882,0.782802881942,1.06804781035,-0.0252593031225,0.805236444855,1.36393250041,1.32976723164,1.09599526712,1.29825971279,0.848674748505,0.581194301447,"Alcohol acetyltransferase; may play a role in steroid detoxification; forms volatile esters during fermentation, which is important for brewing and winemaking",Alcohol acetyltransferase; may play a role in steroid detoxification; forms...
TFG1,1.1869492443,1.7155325637,1.2174684682,1.58407994921,1.36222490982,1.70536051303,1.35532107969,1.79322753738,1.18460625819,1.55981045987,1.29385381198,1.73020146368,1.73667692554,1.72680000789,TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74,TFIIF (Transcription Factor II) largest subunit; involved in both transcrip...
SKI6,0.99329469532,1.91881849595,1.43908280615,1.80298431818,1.33017108318,1.66073899037,1.4478219738,1.68104603123,1.70135117533,1.71294339711,-1.5,1.39264033902,2.25112701841,2.09925186317,Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp41p (EXOSC4),Exosome non-catalytic core component; involved in 3'-5' RNA processing and ...
YCH1,1.21396808703,1.76207354613,1.42270851286,1.66614635827,1.47166322884,1.65956363246,1.51810950668,1.88224106954,1.7257299219,2.21237038978,1.65408733375,1.85635177942,2.06855523908,2.03371903553,Phosphatase with sequence similarity to Cdc25p; Arr2p and Mih1p; member of the single-domain rhodanese homology superfamily; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,Phosphatase with sequence similarity to Cdc25p; Arr2p and Mih1p; member of ...
YGR210C,1.37244797187,1.61952343531,1.46798806437,1.73814575833,1.81341295737,2.1177310251,1.62073157406,1.90773949753,1.71580537635,1.81225597708,2.32998306818,2.31586165993,1.37212210162,1.82688578397,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,Putative protein of unknown function; green fluorescent protein (GFP)-fusio...
CRM1,1.44028098957,1.96520621496,1.57884685557,2.01886273568,1.59900714982,1.95745633723,1.52940043558,1.98479816039,1.68796217301,1.96094382471,1.18725977561,1.80924400428,1.85619069005,1.92975836414,"Major karyopherin; involved in export of proteins, RNAs, and ribosomal subunits from the nucleus; exportin","Major karyopherin; involved in export of proteins, RNAs, and ribosomal subu..."
SMI1,2.36217966168,1.90043036611,2.50794192638,1.91725830962,2.50870927144,1.77555615276,2.46319833099,1.83029884876,1.96038607588,1.91910106598,2.23500102334,1.77925407234,2.01667183192,1.95793097942,Protein involved in the regulation of cell wall synthesis; proposed to be involved in coordinating cell cycle progression with cell wall integrity,Protein involved in the regulation of cell wall synthesis; proposed to be i...
YGR237C,0.711208895294,1.32146226114,0.834777711391,1.18457646561,1.10116372663,1.36889335305,0.862582484476,1.48381861015,0.457053936195,1.11209883446,0.753388133346,1.06479704843,1.38112887812,1.40776643231,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,Putative protein of unknown function; green fluorescent protein (GFP)-fusio...
SDA1,1.27758568886,1.70444855691,1.02094326324,1.3298086602,0.961249562939,1.20973123344,0.596450365333,0.929621472502,1.68461217321,1.7104448341,1.24058368086,1.59775008651,1.87859538194,1.54393912724,Protein required for actin organization and passage through Start; highly conserved nuclear protein; required for actin cytoskeleton organization; plays a critical role in G1 events; binds Nap1p; involved in 60S ribosome biogenesis,Protein required for actin organization and passage through Start; highly c...
PUP2,2.01064913961,2.3479012334,2.25068481588,2.48213256605,2.45637744418,2.64875644713,2.5369115085,2.77648363127,2.16739916635,2.48129684575,2.48855694722,2.60539119756,2.57745661778,2.66658744578,Alpha 5 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit zeta,Alpha 5 subunit of the 20S proteasome; involved in ubiquitin-dependent cata...
BUD32,1.09252803169,1.54787943756,1.23728614686,1.55366114559,1.28218928823,1.46374121396,1.06460522194,1.61962507873,1.23631308127,1.80118134919,1.47465533144,1.54302619784,1.82939480415,1.6786119644,"Protein kinase; component of the EKC/KEOPS complex with Kae1p, Cgi121p, Pcc1p, and Gon7p; EKC/KEOPS complex is required for t6A tRNA modification and may have roles in telomere maintenance and transcription","Protein kinase; component of the EKC/KEOPS complex with Kae1p, Cgi121p, Pcc..."
EFG1,1.14181261801,1.72978958914,0.793655211269,1.52553350859,0.990572366841,1.0980524523,0.858617303153,1.20402286674,1.58662766324,1.51467383358,1.28090186906,1.71724952076,2.31321320141,1.98565785622,Essential protein required for maturation of 18S rRNA; null mutant is sensitive to hydroxyurea and is delayed in recovering from alpha-factor arrest; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus,Essential protein required for maturation of 18S rRNA; null mutant is sensi...
PXR1,1.31923729684,1.92949066269,1.16590979699,1.30953427993,1.1727434807,1.22076479793,1.07175753426,1.2353195099,2.09504556112,1.92618171845,1.91425850355,1.78993884908,2.16894468428,1.75011353602,"Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain",Essential protein involved in rRNA and snoRNA maturation; competes with TLC...
MAL13,-1.5,0.620652023199,0.230877486455,0.3042144365,0.66603380783,0.802781689007,0.551112083441,0.983667822746,0.376032456539,-1.5,-1.5,0.506654314059,0.944571238342,0.999386018265,MAL-activator protein; part of complex locus MAL1; nonfunctional in genomic reference strain S288C,MAL-activator protein; part of complex locus MAL1; nonfunctional in genomic...
STE20,1.16489187682,1.53592239698,1.3874096509,1.52228382868,1.36474102846,1.51215582211,1.31400547227,1.56485492824,1.15740925106,1.59361090985,1.82940706217,1.7651523633,1.60658439825,1.68446925763,"Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family","Cdc42p-activated signal transducing kinase; involved in pheromone response,..."
RPS20,3.18605101341,3.65100637411,3.39767884047,3.67153646666,3.4168338317,3.6692719081,3.04790339914,3.39213555907,3.32983606298,3.67910453056,3.29179203189,3.61194768455,3.75370226206,3.58549884171,Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; homologous to mammalian ribosomal protein S20 and bacterial S10,Protein component of the small (40S) ribosomal subunit; overproduction supp...
SPO11,-1.5,0.519538832808,0.661243213105,0.458373751211,0.644101863487,0.275699766342,0.47118819212,0.494374460972,-1.5,0.805025427808,0.446314726689,-1.5,1.09365102753,1.03297140177,Meiosis-specific protein that initiates meiotic recombination; initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction; required for homologous chromosome pairing and synaptonemal complex formation,Meiosis-specific protein that initiates meiotic recombination; initiates me...
ECM29,0.811822934866,1.45010502431,1.26240992858,1.66097504201,1.44095539408,1.6512643901,1.57681037525,1.91863100863,1.34771844945,1.55677750192,1.71434017949,1.60910858724,1.33053710326,1.45751815625,Scaffold protein; assists in association of the proteasome core particle with the regulatory particle; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress,Scaffold protein; assists in association of the proteasome core particle wi...
EFM1,1.13995268162,1.59530408749,1.10237058845,1.31229025627,1.04503079354,1.20726290638,1.10227003458,1.19731042756,1.06188898158,1.37811532329,1.58007192834,0.715389584378,1.61500740451,1.49916706334,Lysine methyltransferase; involved in the monomethylation of eEF1A (Tef1p/Tef2p); SET-domain family member; predicted involvement in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,Lysine methyltransferase; involved in the monomethylation of eEF1A (Tef1p/T...
YHL048C-A,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,Putative protein of unknown function; identified by expression profiling and mass spectrometry,Putative protein of unknown function; identified by expression profiling an...
LEU5,0.354440331591,1.1688136801,1.23005759551,0.806618602837,1.41967050147,1.15400194788,1.29655429846,1.26858804487,1.72867430254,1.15327027943,1.44777209209,0.628847238684,1.28455405611,1.27746681586,"Mitochondrial carrier protein; involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein; does not encode an isozyme of Leu4p, as first hypothesized",Mitochondrial carrier protein; involved in the accumulation of CoA in the m...
SOD2,1.71584388573,2.5649793405,2.24196065274,2.66248596744,2.29160236251,2.58861286458,2.3240001546,2.67506997375,2.66580890929,2.64500760207,2.76520170841,2.76840204321,2.47291404427,3.13619501081,Mitochondrial manganese superoxide dismutase; protects cells against oxygen toxicity; phosphorylated,Mitochondrial manganese superoxide dismutase; protects cells against oxygen...
YSC84,1.23686269463,1.4268996571,1.41350995421,1.87937266405,1.54455069336,1.72385092522,1.70494648376,1.92232223376,1.58476772686,1.38787516058,1.77389195436,1.62521295403,1.60127537943,1.83330507876,"Actin-binding protein; involved in bundling of actin filaments and endocytosis of actin cortical patches; activity stimulated by Las17p; contains SH3 domain similar to Rvs167p; YSC84 has a paralog, LSB3, that arose from the whole genome duplication",Actin-binding protein; involved in bundling of actin filaments and endocyto...
YHR022C-A,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,1.00068718032,-1.5,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching","Putative protein of unknown function; identified by gene-trapping, microarr..."
SLT2,0.921233190395,1.61066780229,1.13822369165,1.70247018091,1.35153126341,1.70631698331,1.53235393823,2.03694870769,0.96810822696,1.37327565201,1.40274512228,1.19564009749,2.49256957632,2.45552766778,"Serine/threonine MAP kinase; involved in regulating maintenance of cell wall integrity, cell cycle progression, and nuclear mRNA retention in heat shock; required for mitophagy and pexophagy; affects recruitment of mitochondria to phagophore assembly site (PAS); plays a role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway; SLT2 has a paralog, KDX1, that arose from the whole genome duplication",Serine/threonine MAP kinase; involved in regulating maintenance of cell wal...
RRF1,0.545380711686,1.7119365783,1.24298079551,1.59047559482,1.30550297348,1.42293535308,1.16527538383,1.55097554227,1.29122575259,1.52030191858,1.52956800276,1.86118030394,1.67731453097,1.59334593256,Mitochondrial ribosome recycling factor; essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria,Mitochondrial ribosome recycling factor; essential for mitochondrial protei...
YHR045W,2.31728301279,1.37123387788,2.18039121106,1.33125809535,2.03172364995,1.31928033765,2.01686129596,1.30828094515,1.44883360595,1.39708316237,1.8294886888,1.38756993723,1.45525984071,1.40318038672,Putative protein of unknown function; possible role in iron metabolism and/or amino acid and carbohydrate metabolism; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum,Putative protein of unknown function; possible role in iron metabolism and/...
CIC1,1.44586405508,1.95077424039,1.37456761125,1.78770309829,1.27625211385,1.61097030706,0.854905361907,1.62457987289,1.98085573067,2.02005235312,1.58495330614,1.86160011497,2.56550428601,2.26314166566,Essential protein that interacts with proteasome components; has a potential role in proteasome substrate specificity; also copurifies with 66S pre-ribosomal particles,Essential protein that interacts with proteasome components; has a potentia...
VMA22,1.60367248227,1.88293262908,1.46760398786,1.72999717413,1.68959773881,1.95369636547,1.73172264287,1.8812493531,1.90715837471,1.84619992935,1.69160921089,2.00301812597,2.03363671808,1.99583237879,Protein that is required for vacuolar H+-ATPase (V-ATPase) function; peripheral membrane protein; not an actual component of the V-ATPase complex; functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER),Protein that is required for vacuolar H+-ATPase (V-ATPase) function; periph...
DYS1,2.06758560969,2.45856764881,2.18372372209,2.51325259732,2.13699934953,2.38207116751,2.00747811657,2.22670587143,2.32650549238,2.44558646491,2.15745683808,2.4571273499,2.35249546792,2.23617511767,"Deoxyhypusine synthase; catalyzes formation of deoxyhypusine, the first step in hypusine biosynthesis; triggers posttranslational hypusination of translation elongation factor eIF-5A and regulates its intracellular levels; tetrameric","Deoxyhypusine synthase; catalyzes formation of deoxyhypusine, the first ste..."
PPE1,-1.5,1.17057442733,0.65906629385,1.30129487197,0.818016203288,1.04355620725,1.00412447456,1.38149924422,1.14780361028,1.10387850422,1.14310781177,-1.5,1.42922691096,1.24827842673,Protein with carboxyl methyl esterase activity; may have a role in demethylation of the phosphoprotein phosphatase catalytic subunit; also identified as a small subunit mitochondrial ribosomal protein,Protein with carboxyl methyl esterase activity; may have a role in demethyl...
KSP1,0.9360858581,1.39704114148,1.10462181971,1.49040666929,1.40036158111,1.72383813549,1.38381956481,1.88118270774,1.07987090767,1.1706443755,1.64656628072,1.78188393675,1.07045856175,1.68862496083,"Serine/threonine protein kinase; associates with TORC1 and likely involved in TOR signaling cascades; negative regulator of autophagy; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p, Fus3p, and Sks1p; overproduction causes allele-specific suppression of prp20-10; protein abundance increases in response to DNA replication stress",Serine/threonine protein kinase; associates with TORC1 and likely involved ...
GAR1,1.8741082876,2.64965284842,2.01007026448,2.302805463,1.9053589281,2.17778819199,1.71355991258,1.98207602689,2.28320778057,2.57745447817,2.11465517942,2.58576493737,2.63133826012,2.37800546413,Protein component of the H/ACA snoRNP pseudouridylase complex; involved in the modification and cleavage of the 18S pre-rRNA,Protein component of the H/ACA snoRNP pseudouridylase complex; involved in ...
TRA1,0.412953953685,1.23628214485,0.833005137695,1.21597225517,0.89595837722,1.04957247397,0.6979603629,1.03280505396,0.732830262314,1.23811284025,1.18886530233,1.0061196234,0.923173093641,0.882340279082,"Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g., Gal4p) which leads to transcription activation; similar to human TRRAP, which is a cofactor for c-Myc mediated oncogenic transformation",Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts wit...
CDC12,1.33890682364,2.06612999642,1.74018901388,1.98648150913,1.64722775104,2.03520159179,1.5801666423,2.04794639802,2.05408304477,2.10706795171,2.0048051136,1.77604102823,2.1039107713,2.06760379952,Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells,Component of the septin ring that is required for cytokinesis; septins are ...
DMA1,1.13311325709,1.67641983331,1.27192203974,1.61040224892,1.31063334354,1.65442951646,1.50450698484,1.86580497235,1.81201150836,1.80700446833,1.54104782044,1.79287104555,1.9579351999,1.91001170568,"Ubiquitin-protein ligase (E3); controls septin dynamics, spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p, as well as abundance, localization, and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8, similar to human Chfr; contains FHA, RING fingers; DMA1 has a paralog, DMA2, that arose from the whole genome duplication","Ubiquitin-protein ligase (E3); controls septin dynamics, spindle position c..."
EPT1,2.57261036518,1.71757684566,2.20639822242,1.72135257099,2.21410104262,1.65957734493,2.30957480846,1.79581153257,1.99019575692,1.76697425193,2.10723355514,1.63073138256,1.89484642832,1.95183532519,"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase; not essential for viability; EPT1 has a paralog, CPT1, that arose from the whole genome duplication","sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase; not essen..."
IGO2,1.48880725638,2.21963455344,1.7127466176,2.00793231726,1.77507365089,1.88325027937,1.65276997287,2.0345255585,2.04756565393,1.58866719989,1.22995649877,1.90934219915,1.95859773928,1.92212335862,"Protein required for initiation of G0 program; prevents degradation of nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway; phosphorylated by Rim15p; GFP protein localizes to the cytoplasm and nucleus; IGO2 has a paralog, IGO1, that arose from the whole genome duplication",Protein required for initiation of G0 program; prevents degradation of nutr...
YHR140W,1.43180063375,-1.5,1.43760929786,0.855950181393,1.47837089133,0.719033687084,1.58793801273,1.03461839472,1.45064694671,-1.5,1.70919258297,1.28023880857,1.12607996243,0.953426577232,Putative integral membrane protein of unknown function,Putative integral membrane protein of unknown function
IMP3,1.2467174493,1.66988417179,1.25252611342,1.52280446149,1.11186761432,1.12128723715,1.1396133935,1.25777517559,1.48741251188,1.31854866921,1.62884474905,-1.5,2.56674561187,2.20131268366,"Component of the SSU processome; SSU processome is required for pre-18S rRNA processing, essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA",Component of the SSU processome; SSU processome is required for pre-18S rRN...
LIN1,0.375629630661,0.985882996511,0.629532215253,0.862570008166,0.873874020753,1.20277476858,1.19964428546,1.40267546233,1.12147467156,-1.5,0.815748877385,1.42818778814,1.37876429252,1.41839365785,"Non-essential component of U5 snRNP; nuclear protein; physically interacts with Irr1p of cohesin complex; may link together proteins involved in chromosome segregation, mRNA splicing and DNA replication",Non-essential component of U5 snRNP; nuclear protein; physically interacts ...
DNA2,-1.5,0.635977256783,0.228473953077,0.85356577614,0.403992963949,0.755959015841,0.385981252567,0.796449461909,0.90987163,0.620433856119,1.00991118201,0.844198842376,0.982526218359,1.0330712609,"Tripartite DNA replication factor; has single-stranded DNA-dependent ATPase, ATP-dependent nuclease, and helicase activities; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair and processing of meiotic DNA double strand breaks; required for normal life span; component of telomeric chromatin, with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress",Tripartite DNA replication factor; has single-stranded DNA-dependent ATPase...
SPC97,0.292738708156,0.857234583445,0.592398783307,0.921008238457,0.518916798519,0.754128520771,0.0887246393512,0.722925742183,0.980591802078,0.887448673342,-1.5,0.266115619583,0.833992081851,0.778152478986,Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque,Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; inte...
